Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
PPARG	1/116	0.252635440128911259449751014471985399723052978515625	0.344944543252936497435001683697919361293315887451171875	0.37591777758574262957580458532902412116527557373046875	0.52333651389387692010046748691820539534091949462890625	-0.17854973244066527	0.24565011056701522	OPTN
CBX3	1/114	0.2488628782314115384100006167500396259129047393798828125	0.344944543252936497435001683697919361293315887451171875	0.370818480209872125552550414795405231416225433349609375	0.52333651389387692010046748691820539534091949462890625	-0.14790946522169124	0.20572035656909715	KPNA4
HIF1A	1/126	0.271221477127089827252603981833090074360370635986328125	0.363334431623082598772356277549988590180873870849609375	0.400825832751610933168961992123513482511043548583984375	0.5472814254877764739148915396071970462799072265625	-0.135054124890801	0.17622126018391873	SMARCA2
NCOR1	1/155	0.3225967595615608640713389831944368779659271240234375	0.41644308961583309525167351239360868930816650390625	0.467787159539145014353067608681158162653446197509765625	0.60387069685962357912245579427690245211124420166015625	-0.12383880965393107	0.14010530455825657	SMARCA2
RARA	1/175	0.35594224019033504635700637663831003010272979736328125	0.44058516552782445163671809496008791029453277587890625	0.50972279079978333182765481979004107415676116943359375	0.63132866228117612283909920734004117548465728759765625	-0.05496186428586584	0.05677488074763114	UBE3A
PML	1/178	0.3608032774815426169112697607488371431827545166015625	0.44058516552782445163671809496008791029453277587890625	0.5157332734127917373001537271193228662014007568359375	0.63132866228117612283909920734004117548465728759765625	-0.051405010893927516	0.05240341993251878	UBE3A
ESR1	3/871	0.37232549199534459294369526105583645403385162353515625	0.44058516552782445163671809496008791029453277587890625	0.697736493233513055400862867827527225017547607421875	0.74671968517743092519367564818821847438812255859375	-0.025906368213955578	0.02559515057736397	PSMC1;UBE3A;SMARCA2
ILF2	1/184	0.370417731413098250126125776660046540200710296630859375	0.44058516552782445163671809496008791029453277587890625	0.527543081671139280075522037805058062076568603515625	0.63483997963815064213832783934776671230792999267578125	0.0342761332786867	-0.03404044737699513	GABARAPL1
NOTCH1	1/204	0.401453498458605839704915752008673734962940216064453125	0.45972900629937119010293145038303919136524200439453125	0.5649482219715913355884140401030890643596649169921875	0.6575626845898849825999832319212146103382110595703125	0.05733325042809403	-0.05232596912050977	PPP2CA
SP1	1/263	0.484531388832820153478309066485962830483913421630859375	0.521238312229245881468386869528330862522125244140625	0.65947795164511691101694168537505902349948883056640625	0.7203528394892815267525065792142413556575775146484375	0.0950039895270609	-0.06883733175697816	CCNB1
SIN3A	1/214	0.416404047090742579495525887978146784007549285888671875	0.469280751483217850594797937446855939924716949462890625	0.58256962900947684147467953152954578399658203125	0.6661848630994386954995434280135668814182281494140625	0.0875706785294621	-0.07672060342166336	SMARCA2
ILF3	1/297	0.52715756664629387362452916931943036615848541259765625	0.5586296601774158876452247568522579967975616455078125	0.70465097051954750373425895304535515606403350830078125	0.74671968517743092519367564818821847438812255859375	0.13212800835816232	-0.0845957220005588	GABARAPL1
SMAD2	1/384	0.62112036593375286042117977558518759906291961669921875	0.6329247919882299289184857116197235882282257080078125	0.795597555427475899847422624588944017887115478515625	0.80959865834131916617621982368291355669498443603515625	0.2094225417440427	-0.09973337869818698	NEFM
EP300	1/473	0.69826123355847380391736578530981205403804779052734375	0.69826123355847380391736578530981205403804779052734375	0.86056073395313692486752188415266573429107666015625	0.86056073395313692486752188415266573429107666015625	0.28194891461030835	-0.10126533215727837	SMARCA2
RAD21	1/237	0.449415194449120647401940686904708854854106903076171875	0.490899673936731784085196750311297364532947540283203125	0.62054054168885819375844903333927504718303680419921875	0.68841216343607702921048030475503765046596527099609375	0.1330159834730616	-0.10638726224551379	PSMC1
SMAD3	1/375	0.61231915008620452223198071806109510362148284912109375	0.6329247919882299289184857116197235882282257080078125	0.78760886693641618538919146885746158659458160400390625	0.80959865834131916617621982368291355669498443603515625	0.21753522794745897	-0.1067013872250251	RAB11FIP5
SMARCA4	1/219	0.423741460698235539172884500658256001770496368408203125	0.470088182962105027851151817230856977403163909912109375	0.59112177993330472514088569369050674140453338623046875	0.6661848630994386954995434280135668814182281494140625	0.12429379228825163	-0.10672259915028329	SMARCA2
HDAC2	1/387	0.624010358298254796949322553700767457485198974609375	0.6329247919882299289184857116197235882282257080078125	0.79819586033651190870585878656129352748394012451171875	0.80959865834131916617621982368291355669498443603515625	0.2618799966135961	-0.12349954526504894	SMARCA2
TAF1	1/171	0.3494044647469556341690122280851937830448150634765625	0.44058516552782445163671809496008791029453277587890625	0.50159752327379736325241310623823665082454681396484375	0.63132866228117612283909920734004117548465728759765625	11.408867897136753	-11.996710991086491	SMARCA2
TRIM28	1/204	0.401453498458605839704915752008673734962940216064453125	0.45972900629937119010293145038303919136524200439453125	0.5649482219715913355884140401030890643596649169921875	0.6575626845898849825999832319212146103382110595703125	31.12599901884176	-28.407565441411784	UBP1
